"","consumption__1","sex","area_council","urban_rural","age","population"
"1",NA,NA,"aneityum",2,NA,NA
"2",NA,"Female","aneityum",2,0,23
"3",NA,"Female","aneityum",2,1,24
"4",NA,"Female","aneityum",2,2,31
"5",NA,"Female","aneityum",2,3,25
"6",NA,"Female","aneityum",2,4,25
"7",NA,"Female","aneityum",2,5,21
"8",NA,"Female","aneityum",2,6,32
"9",NA,"Female","aneityum",2,7,22
"10",NA,"Female","aneityum",2,8,16
"11",NA,"Female","aneityum",2,9,22
"12",NA,"Female","aneityum",2,10,22
"13",NA,"Female","aneityum",2,11,22
"14",0,"Female","aneityum",2,12,16
"15",0,"Female","aneityum",2,13,14
"16",0,"Female","aneityum",2,14,17
"17",0,"Female","aneityum",2,15,13
"18",0,"Female","aneityum",2,16,18
"19",NA,"Female","aneityum",2,17,10
"20",0,"Female","aneityum",2,18,8
"21",0,"Female","aneityum",2,19,11
"22",0,"Female","aneityum",2,20,11
"23",0,"Female","aneityum",2,21,8
"24",0,"Female","aneityum",2,22,11
"25",0,"Female","aneityum",2,23,11
"26",0,"Female","aneityum",2,24,9
"27",0,"Female","aneityum",2,25,18
"28",0,"Female","aneityum",2,26,15
"29",0,"Female","aneityum",2,27,10
"30",0,"Female","aneityum",2,28,11
"31",0,"Female","aneityum",2,29,7
"32",0,"Female","aneityum",2,30,12
"33",0,"Female","aneityum",2,31,8
"34",0,"Female","aneityum",2,32,8
"35",0,"Female","aneityum",2,33,10
"36",0,"Female","aneityum",2,34,11
"37",0,"Female","aneityum",2,35,5
"38",0,"Female","aneityum",2,36,4
"39",1,"Female","aneityum",2,37,14
"40",0,"Female","aneityum",2,38,5
"41",0,"Female","aneityum",2,39,6
"42",0,"Female","aneityum",2,40,10
"43",1,"Female","aneityum",2,41,6
"44",0,"Female","aneityum",2,42,6
"45",0,"Female","aneityum",2,43,5
"46",0,"Female","aneityum",2,44,3
"47",0,"Female","aneityum",2,45,10
"48",0,"Female","aneityum",2,46,16
"49",0,"Female","aneityum",2,47,2
"50",0,"Female","aneityum",2,48,8
"51",0,"Female","aneityum",2,49,5
"52",0,"Female","aneityum",2,50,3
"53",0,"Female","aneityum",2,51,7
"54",0,"Female","aneityum",2,52,4
"55",0,"Female","aneityum",2,53,6
"56",1,"Female","aneityum",2,54,3
"57",0,"Female","aneityum",2,55,7
"58",0,"Female","aneityum",2,56,6
"59",0,"Female","aneityum",2,57,4
"60",0,"Female","aneityum",2,58,2
"61",0,"Female","aneityum",2,59,2
"62",0,"Female","aneityum",2,60,2
"63",0,"Female","aneityum",2,61,1
"64",0,"Female","aneityum",2,62,1
"65",0,"Female","aneityum",2,63,4
"66",0,"Female","aneityum",2,65,4
"67",0,"Female","aneityum",2,66,5
"68",0,"Female","aneityum",2,67,2
"69",0,"Female","aneityum",2,68,4
"70",0,"Female","aneityum",2,69,1
"71",0,"Female","aneityum",2,70,6
"72",0,"Female","aneityum",2,73,3
"73",0,"Female","aneityum",2,76,3
"74",0,"Female","aneityum",2,78,2
"75",0,"Female","aneityum",2,80,3
"76",0,"Female","aneityum",2,90,2
"77",NA,"Male","aneityum",2,0,17
"78",NA,"Male","aneityum",2,1,30
"79",NA,"Male","aneityum",2,2,19
"80",NA,"Male","aneityum",2,3,20
"81",NA,"Male","aneityum",2,4,18
"82",NA,"Male","aneityum",2,5,29
"83",NA,"Male","aneityum",2,6,20
"84",NA,"Male","aneityum",2,7,26
"85",NA,"Male","aneityum",2,8,20
"86",NA,"Male","aneityum",2,9,14
"87",NA,"Male","aneityum",2,10,23
"88",NA,"Male","aneityum",2,11,23
"89",0,"Male","aneityum",2,12,17
"90",0,"Male","aneityum",2,13,28
"91",NA,"Male","aneityum",2,14,23
"92",0,"Male","aneityum",2,15,20
"93",0,"Male","aneityum",2,16,25
"94",0,"Male","aneityum",2,17,15
"95",0,"Male","aneityum",2,18,10
"96",1,"Male","aneityum",2,19,10
"97",0,"Male","aneityum",2,20,7
"98",1,"Male","aneityum",2,21,9
"99",1,"Male","aneityum",2,22,18
"100",0,"Male","aneityum",2,23,10
"101",1,"Male","aneityum",2,24,6
"102",1,"Male","aneityum",2,25,17
"103",1,"Male","aneityum",2,26,9
"104",1,"Male","aneityum",2,27,10
"105",0,"Male","aneityum",2,28,11
"106",1,"Male","aneityum",2,29,16
"107",0,"Male","aneityum",2,30,11
"108",0,"Male","aneityum",2,31,7
"109",0,"Male","aneityum",2,32,14
"110",0,"Male","aneityum",2,33,9
"111",1,"Male","aneityum",2,34,14
"112",0,"Male","aneityum",2,35,14
"113",1,"Male","aneityum",2,36,9
"114",NA,"Male","aneityum",2,37,20
"115",1,"Male","aneityum",2,38,8
"116",0,"Male","aneityum",2,39,3
"117",1,"Male","aneityum",2,40,7
"118",0,"Male","aneityum",2,41,5
"119",0,"Male","aneityum",2,42,2
"120",0,"Male","aneityum",2,43,6
"121",0,"Male","aneityum",2,44,5
"122",0,"Male","aneityum",2,45,8
"123",1,"Male","aneityum",2,46,7
"124",0,"Male","aneityum",2,47,6
"125",0,"Male","aneityum",2,48,6
"126",1,"Male","aneityum",2,49,4
"127",1,"Male","aneityum",2,50,7
"128",0,"Male","aneityum",2,51,6
"129",0,"Male","aneityum",2,52,11
"130",0,"Male","aneityum",2,53,2
"131",1,"Male","aneityum",2,54,4
"132",0,"Male","aneityum",2,55,4
"133",0,"Male","aneityum",2,56,6
"134",0,"Male","aneityum",2,57,3
"135",0,"Male","aneityum",2,58,2
"136",1,"Male","aneityum",2,59,2
"137",1,"Male","aneityum",2,60,1
"138",0,"Male","aneityum",2,61,8
"139",1,"Male","aneityum",2,62,10
"140",0,"Male","aneityum",2,63,2
"141",0,"Male","aneityum",2,64,2
"142",0,"Male","aneityum",2,65,3
"143",0,"Male","aneityum",2,67,1
"144",0,"Male","aneityum",2,68,3
"145",0,"Male","aneityum",2,69,2
"146",0,"Male","aneityum",2,70,3
"147",0,"Male","aneityum",2,71,1
"148",0,"Male","aneityum",2,73,2
"149",0,"Male","aneityum",2,74,1
"150",0,"Male","aneityum",2,75,1
"151",0,"Male","aneityum",2,76,1
"152",0,"Male","aneityum",2,78,2
"153",0,"Male","aneityum",2,80,1
"154",0,"Male","aneityum",2,81,1
"155",0,"Male","aneityum",2,82,3
"156",0,"Male","aneityum",2,96,1
"157",NA,"Female","aniwa",2,0,7
"158",NA,"Female","aniwa",2,1,11
"159",NA,"Female","aniwa",2,2,11
"160",NA,"Female","aniwa",2,3,4
"161",NA,"Female","aniwa",2,4,8
"162",NA,"Female","aniwa",2,5,7
"163",NA,"Female","aniwa",2,6,6
"164",NA,"Female","aniwa",2,7,10
"165",NA,"Female","aniwa",2,8,7
"166",NA,"Female","aniwa",2,9,8
"167",NA,"Female","aniwa",2,10,3
"168",NA,"Female","aniwa",2,11,6
"169",0,"Female","aniwa",2,12,7
"170",0,"Female","aniwa",2,13,4
"171",0,"Female","aniwa",2,14,3
"172",0,"Female","aniwa",2,15,4
"173",0,"Female","aniwa",2,16,4
"174",0,"Female","aniwa",2,17,4
"175",0,"Female","aniwa",2,18,4
"176",0,"Female","aniwa",2,19,3
"177",0,"Female","aniwa",2,20,5
"178",0,"Female","aniwa",2,21,1
"179",0,"Female","aniwa",2,22,1
"180",0,"Female","aniwa",2,23,9
"181",0,"Female","aniwa",2,24,3
"182",0,"Female","aniwa",2,25,3
"183",0,"Female","aniwa",2,26,2
"184",1,"Female","aniwa",2,27,2
"185",0,"Female","aniwa",2,28,4
"186",0,"Female","aniwa",2,29,3
"187",0,"Female","aniwa",2,30,5
"188",0,"Female","aniwa",2,31,2
"189",0,"Female","aniwa",2,32,2
"190",0,"Female","aniwa",2,33,2
"191",0,"Female","aniwa",2,34,1
"192",0,"Female","aniwa",2,35,3
"193",0,"Female","aniwa",2,36,3
"194",0,"Female","aniwa",2,37,3
"195",0,"Female","aniwa",2,38,3
"196",0,"Female","aniwa",2,39,1
"197",0,"Female","aniwa",2,40,4
"198",0,"Female","aniwa",2,41,2
"199",0,"Female","aniwa",2,42,1
"200",0,"Female","aniwa",2,43,4
"201",0,"Female","aniwa",2,44,1
"202",0,"Female","aniwa",2,45,1
"203",0,"Female","aniwa",2,46,5
"204",0,"Female","aniwa",2,47,4
"205",0,"Female","aniwa",2,48,2
"206",0,"Female","aniwa",2,49,3
"207",0,"Female","aniwa",2,50,3
"208",0,"Female","aniwa",2,51,4
"209",0,"Female","aniwa",2,52,1
"210",0,"Female","aniwa",2,53,2
"211",0,"Female","aniwa",2,54,2
"212",0,"Female","aniwa",2,55,3
"213",0,"Female","aniwa",2,56,3
"214",0,"Female","aniwa",2,57,1
"215",0,"Female","aniwa",2,58,3
"216",0,"Female","aniwa",2,59,1
"217",0,"Female","aniwa",2,60,4
"218",0,"Female","aniwa",2,61,4
"219",0,"Female","aniwa",2,62,1
"220",0,"Female","aniwa",2,64,3
"221",0,"Female","aniwa",2,66,1
"222",0,"Female","aniwa",2,67,2
"223",0,"Female","aniwa",2,68,2
"224",0,"Female","aniwa",2,70,3
"225",0,"Female","aniwa",2,72,1
"226",0,"Female","aniwa",2,75,1
"227",0,"Female","aniwa",2,80,1
"228",0,"Female","aniwa",2,81,1
"229",0,"Female","aniwa",2,84,1
"230",0,"Female","aniwa",2,86,1
"231",NA,"Male","aniwa",2,0,3
"232",NA,"Male","aniwa",2,1,7
"233",NA,"Male","aniwa",2,2,7
"234",NA,"Male","aniwa",2,3,7
"235",NA,"Male","aniwa",2,4,11
"236",NA,"Male","aniwa",2,5,6
"237",NA,"Male","aniwa",2,6,7
"238",NA,"Male","aniwa",2,7,6
"239",NA,"Male","aniwa",2,8,8
"240",NA,"Male","aniwa",2,9,5
"241",NA,"Male","aniwa",2,10,6
"242",NA,"Male","aniwa",2,11,2
"243",0,"Male","aniwa",2,12,7
"244",0,"Male","aniwa",2,13,5
"245",0,"Male","aniwa",2,14,5
"246",0,"Male","aniwa",2,15,3
"247",0,"Male","aniwa",2,16,1
"248",0,"Male","aniwa",2,17,3
"249",1,"Male","aniwa",2,18,2
"250",1,"Male","aniwa",2,20,2
"251",1,"Male","aniwa",2,21,1
"252",1,"Male","aniwa",2,22,2
"253",0,"Male","aniwa",2,23,5
"254",1,"Male","aniwa",2,24,1
"255",0,"Male","aniwa",2,25,3
"256",1,"Male","aniwa",2,26,2
"257",1,"Male","aniwa",2,27,4
"258",1,"Male","aniwa",2,28,6
"259",0,"Male","aniwa",2,29,5
"260",1,"Male","aniwa",2,30,4
"261",1,"Male","aniwa",2,31,4
"262",NA,"Male","aniwa",2,32,3
"263",0,"Male","aniwa",2,33,1
"264",1,"Male","aniwa",2,34,5
"265",1,"Male","aniwa",2,35,2
"266",1,"Male","aniwa",2,36,5
"267",0,"Male","aniwa",2,37,3
"268",1,"Male","aniwa",2,38,5
"269",1,"Male","aniwa",2,39,1
"270",1,"Male","aniwa",2,40,1
"271",0,"Male","aniwa",2,43,1
"272",1,"Male","aniwa",2,45,3
"273",1,"Male","aniwa",2,46,5
"274",0,"Male","aniwa",2,47,2
"275",1,"Male","aniwa",2,48,2
"276",1,"Male","aniwa",2,49,1
"277",0,"Male","aniwa",2,51,2
"278",1,"Male","aniwa",2,52,2
"279",0,"Male","aniwa",2,53,3
"280",0,"Male","aniwa",2,54,3
"281",1,"Male","aniwa",2,55,2
"282",0,"Male","aniwa",2,56,2
"283",1,"Male","aniwa",2,58,1
"284",1,"Male","aniwa",2,61,2
"285",0,"Male","aniwa",2,62,1
"286",0,"Male","aniwa",2,63,3
"287",0,"Male","aniwa",2,64,2
"288",0,"Male","aniwa",2,67,2
"289",1,"Male","aniwa",2,68,1
"290",1,"Male","aniwa",2,69,1
"291",0,"Male","aniwa",2,70,2
"292",0,"Male","aniwa",2,71,1
"293",1,"Male","aniwa",2,73,2
"294",0,"Male","aniwa",2,74,1
"295",0,"Male","aniwa",2,75,1
"296",0,"Male","aniwa",2,82,2
"297",0,"Male","aniwa",2,88,1
"298",NA,"Female","canal - fanafo",2,0,84
"299",NA,"Female","canal - fanafo",2,1,84
"300",NA,"Female","canal - fanafo",2,2,86
"301",NA,"Female","canal - fanafo",2,3,92
"302",NA,"Female","canal - fanafo",2,4,83
"303",NA,"Female","canal - fanafo",2,5,72
"304",NA,"Female","canal - fanafo",2,6,87
"305",NA,"Female","canal - fanafo",2,7,72
"306",NA,"Female","canal - fanafo",2,8,81
"307",NA,"Female","canal - fanafo",2,9,60
"308",NA,"Female","canal - fanafo",2,10,86
"309",NA,"Female","canal - fanafo",2,11,56
"310",0,"Female","canal - fanafo",2,12,69
"311",0,"Female","canal - fanafo",2,13,67
"312",0,"Female","canal - fanafo",2,14,46
"313",0,"Female","canal - fanafo",2,15,55
"314",0,"Female","canal - fanafo",2,16,58
"315",0,"Female","canal - fanafo",2,17,43
"316",0,"Female","canal - fanafo",2,18,46
"317",0,"Female","canal - fanafo",2,19,57
"318",0,"Female","canal - fanafo",2,20,76
"319",0,"Female","canal - fanafo",2,21,43
"320",0,"Female","canal - fanafo",2,22,49
"321",0,"Female","canal - fanafo",2,23,60
"322",0,"Female","canal - fanafo",2,24,74
"323",0,"Female","canal - fanafo",2,25,51
"324",0,"Female","canal - fanafo",2,26,51
"325",0,"Female","canal - fanafo",2,27,36
"326",0,"Female","canal - fanafo",2,28,51
"327",0,"Female","canal - fanafo",2,29,51
"328",0,"Female","canal - fanafo",2,30,44
"329",0,"Female","canal - fanafo",2,31,35
"330",0,"Female","canal - fanafo",2,32,41
"331",0,"Female","canal - fanafo",2,33,27
"332",0,"Female","canal - fanafo",2,34,31
"333",0,"Female","canal - fanafo",2,35,35
"334",0,"Female","canal - fanafo",2,36,33
"335",0,"Female","canal - fanafo",2,37,29
"336",0,"Female","canal - fanafo",2,38,27
"337",0,"Female","canal - fanafo",2,39,23
"338",0,"Female","canal - fanafo",2,40,43
"339",0,"Female","canal - fanafo",2,41,27
"340",0,"Female","canal - fanafo",2,42,30
"341",1,"Female","canal - fanafo",2,43,23
"342",0,"Female","canal - fanafo",2,44,25
"343",0,"Female","canal - fanafo",2,45,27
"344",0,"Female","canal - fanafo",2,46,21
"345",0,"Female","canal - fanafo",2,47,27
"346",0,"Female","canal - fanafo",2,48,25
"347",0,"Female","canal - fanafo",2,49,12
"348",0,"Female","canal - fanafo",2,50,20
"349",0,"Female","canal - fanafo",2,51,13
"350",0,"Female","canal - fanafo",2,52,19
"351",0,"Female","canal - fanafo",2,53,13
"352",0,"Female","canal - fanafo",2,54,10
"353",0,"Female","canal - fanafo",2,55,11
"354",0,"Female","canal - fanafo",2,56,12
"355",0,"Female","canal - fanafo",2,57,11
"356",0,"Female","canal - fanafo",2,58,12
"357",0,"Female","canal - fanafo",2,59,4
"358",0,"Female","canal - fanafo",2,60,15
"359",0,"Female","canal - fanafo",2,61,11
"360",0,"Female","canal - fanafo",2,62,7
"361",0,"Female","canal - fanafo",2,63,8
"362",0,"Female","canal - fanafo",2,64,9
"363",0,"Female","canal - fanafo",2,65,11
"364",0,"Female","canal - fanafo",2,66,10
"365",0,"Female","canal - fanafo",2,67,9
"366",0,"Female","canal - fanafo",2,68,11
"367",0,"Female","canal - fanafo",2,69,4
"368",0,"Female","canal - fanafo",2,70,10
"369",0,"Female","canal - fanafo",2,71,1
"370",0,"Female","canal - fanafo",2,72,2
"371",0,"Female","canal - fanafo",2,73,4
"372",0,"Female","canal - fanafo",2,74,2
"373",1,"Female","canal - fanafo",2,75,7
"374",0,"Female","canal - fanafo",2,76,3
"375",0,"Female","canal - fanafo",2,78,6
"376",0,"Female","canal - fanafo",2,80,5
"377",0,"Female","canal - fanafo",2,82,2
"378",0,"Female","canal - fanafo",2,84,2
"379",0,"Female","canal - fanafo",2,85,1
"380",0,"Female","canal - fanafo",2,87,1
"381",0,"Female","canal - fanafo",2,89,1
"382",0,"Female","canal - fanafo",2,90,1
"383",0,"Female","canal - fanafo",2,93,1
"384",0,"Female","canal - fanafo",2,95,1
"385",0,"Female","canal - fanafo",2,96,1
"386",0,"Female","canal - fanafo",2,98,1
"387",0,"Female","canal - fanafo",2,100,2
"388",NA,"Male","canal - fanafo",2,0,89
"389",NA,"Male","canal - fanafo",2,1,92
"390",NA,"Male","canal - fanafo",2,2,78
"391",NA,"Male","canal - fanafo",2,3,92
"392",NA,"Male","canal - fanafo",2,4,104
"393",NA,"Male","canal - fanafo",2,5,89
"394",NA,"Male","canal - fanafo",2,6,69
"395",NA,"Male","canal - fanafo",2,7,96
"396",NA,"Male","canal - fanafo",2,8,73
"397",NA,"Male","canal - fanafo",2,9,60
"398",NA,"Male","canal - fanafo",2,10,82
"399",NA,"Male","canal - fanafo",2,11,77
"400",0,"Male","canal - fanafo",2,12,64
"401",0,"Male","canal - fanafo",2,13,91
"402",0,"Male","canal - fanafo",2,14,55
"403",0,"Male","canal - fanafo",2,15,51
"404",0,"Male","canal - fanafo",2,16,59
"405",0,"Male","canal - fanafo",2,17,43
"406",1,"Male","canal - fanafo",2,18,74
"407",1,"Male","canal - fanafo",2,19,54
"408",1,"Male","canal - fanafo",2,20,62
"409",0,"Male","canal - fanafo",2,21,60
"410",1,"Male","canal - fanafo",2,22,51
"411",1,"Male","canal - fanafo",2,23,49
"412",0,"Male","canal - fanafo",2,24,50
"413",1,"Male","canal - fanafo",2,25,61
"414",1,"Male","canal - fanafo",2,26,48
"415",0,"Male","canal - fanafo",2,27,55
"416",1,"Male","canal - fanafo",2,28,75
"417",1,"Male","canal - fanafo",2,29,46
"418",0,"Male","canal - fanafo",2,30,41
"419",1,"Male","canal - fanafo",2,31,42
"420",1,"Male","canal - fanafo",2,32,39
"421",1,"Male","canal - fanafo",2,33,28
"422",1,"Male","canal - fanafo",2,34,43
"423",0,"Male","canal - fanafo",2,35,42
"424",0,"Male","canal - fanafo",2,36,32
"425",1,"Male","canal - fanafo",2,37,45
"426",1,"Male","canal - fanafo",2,38,36
"427",1,"Male","canal - fanafo",2,39,25
"428",0,"Male","canal - fanafo",2,40,35
"429",1,"Male","canal - fanafo",2,41,24
"430",1,"Male","canal - fanafo",2,42,23
"431",1,"Male","canal - fanafo",2,43,22
"432",0,"Male","canal - fanafo",2,44,22
"433",1,"Male","canal - fanafo",2,45,33
"434",0,"Male","canal - fanafo",2,46,29
"435",1,"Male","canal - fanafo",2,47,31
"436",0,"Male","canal - fanafo",2,48,29
"437",0,"Male","canal - fanafo",2,49,21
"438",1,"Male","canal - fanafo",2,50,14
"439",0,"Male","canal - fanafo",2,51,18
"440",0,"Male","canal - fanafo",2,52,15
"441",0,"Male","canal - fanafo",2,53,12
"442",0,"Male","canal - fanafo",2,54,18
"443",0,"Male","canal - fanafo",2,55,12
"444",0,"Male","canal - fanafo",2,56,14
"445",0,"Male","canal - fanafo",2,57,5
"446",1,"Male","canal - fanafo",2,58,24
"447",0,"Male","canal - fanafo",2,59,9
"448",0,"Male","canal - fanafo",2,60,26
"449",0,"Male","canal - fanafo",2,61,9
"450",0,"Male","canal - fanafo",2,62,14
"451",0,"Male","canal - fanafo",2,63,12
"452",1,"Male","canal - fanafo",2,64,10
"453",1,"Male","canal - fanafo",2,65,11
"454",0,"Male","canal - fanafo",2,66,15
"455",0,"Male","canal - fanafo",2,67,17
"456",0,"Male","canal - fanafo",2,68,9
"457",0,"Male","canal - fanafo",2,69,7
"458",1,"Male","canal - fanafo",2,70,7
"459",1,"Male","canal - fanafo",2,71,1
"460",0,"Male","canal - fanafo",2,72,8
"461",0,"Male","canal - fanafo",2,73,3
"462",0,"Male","canal - fanafo",2,74,4
"463",0,"Male","canal - fanafo",2,75,3
"464",0,"Male","canal - fanafo",2,76,7
"465",0,"Male","canal - fanafo",2,78,5
"466",0,"Male","canal - fanafo",2,79,1
"467",0,"Male","canal - fanafo",2,80,3
"468",0,"Male","canal - fanafo",2,81,1
"469",0,"Male","canal - fanafo",2,82,1
"470",0,"Male","canal - fanafo",2,83,2
"471",0,"Male","canal - fanafo",2,84,2
"472",0,"Male","canal - fanafo",2,85,1
"473",0,"Male","canal - fanafo",2,86,1
"474",0,"Male","canal - fanafo",2,89,3
"475",0,"Male","canal - fanafo",2,90,5
"476",0,"Male","canal - fanafo",2,95,1
"477",0,"Male","canal - fanafo",2,100,3
"478",NA,NA,"central malekula",2,NA,NA
"479",NA,"Female","central malekula",2,0,76
"480",NA,"Female","central malekula",2,1,83
"481",NA,"Female","central malekula",2,2,93
"482",NA,"Female","central malekula",2,3,83
"483",NA,"Female","central malekula",2,4,98
"484",NA,"Female","central malekula",2,5,99
"485",NA,"Female","central malekula",2,6,95
"486",NA,"Female","central malekula",2,7,83
"487",NA,"Female","central malekula",2,8,95
"488",NA,"Female","central malekula",2,9,75
"489",NA,"Female","central malekula",2,10,91
"490",NA,"Female","central malekula",2,11,98
"491",0,"Female","central malekula",2,12,74
"492",0,"Female","central malekula",2,13,60
"493",0,"Female","central malekula",2,14,55
"494",0,"Female","central malekula",2,15,60
"495",0,"Female","central malekula",2,16,56
"496",0,"Female","central malekula",2,17,42
"497",0,"Female","central malekula",2,18,45
"498",0,"Female","central malekula",2,19,42
"499",0,"Female","central malekula",2,20,52
"500",0,"Female","central malekula",2,21,47
"501",0,"Female","central malekula",2,22,40
"502",0,"Female","central malekula",2,23,36
"503",0,"Female","central malekula",2,24,67
"504",0,"Female","central malekula",2,25,36
"505",0,"Female","central malekula",2,26,58
"506",0,"Female","central malekula",2,27,56
"507",0,"Female","central malekula",2,28,49
"508",0,"Female","central malekula",2,29,53
"509",0,"Female","central malekula",2,30,62
"510",0,"Female","central malekula",2,31,39
"511",0,"Female","central malekula",2,32,50
"512",0,"Female","central malekula",2,33,51
"513",0,"Female","central malekula",2,34,49
"514",0,"Female","central malekula",2,35,50
"515",0,"Female","central malekula",2,36,42
"516",0,"Female","central malekula",2,37,33
"517",1,"Female","central malekula",2,38,42
"518",0,"Female","central malekula",2,39,20
"519",0,"Female","central malekula",2,40,43
"520",1,"Female","central malekula",2,41,39
"521",0,"Female","central malekula",2,42,26
"522",0,"Female","central malekula",2,43,37
"523",0,"Female","central malekula",2,44,24
"524",0,"Female","central malekula",2,45,37
"525",0,"Female","central malekula",2,46,36
"526",0,"Female","central malekula",2,47,36
"527",0,"Female","central malekula",2,48,40
"528",0,"Female","central malekula",2,49,20
"529",0,"Female","central malekula",2,50,39
"530",0,"Female","central malekula",2,51,32
"531",0,"Female","central malekula",2,52,33
"532",0,"Female","central malekula",2,53,27
"533",0,"Female","central malekula",2,54,25
"534",0,"Female","central malekula",2,55,23
"535",0,"Female","central malekula",2,56,27
"536",0,"Female","central malekula",2,57,20
"537",0,"Female","central malekula",2,58,25
"538",0,"Female","central malekula",2,59,13
"539",0,"Female","central malekula",2,60,17
"540",0,"Female","central malekula",2,61,15
"541",0,"Female","central malekula",2,62,14
"542",0,"Female","central malekula",2,63,13
"543",0,"Female","central malekula",2,64,11
"544",0,"Female","central malekula",2,65,17
"545",0,"Female","central malekula",2,66,12
"546",0,"Female","central malekula",2,67,19
"547",0,"Female","central malekula",2,68,21
"548",0,"Female","central malekula",2,69,11
"549",0,"Female","central malekula",2,70,8
"550",0,"Female","central malekula",2,71,11
"551",0,"Female","central malekula",2,72,14
"552",0,"Female","central malekula",2,73,3
"553",0,"Female","central malekula",2,74,3
"554",0,"Female","central malekula",2,75,10
"555",0,"Female","central malekula",2,76,4
"556",0,"Female","central malekula",2,78,3
"557",0,"Female","central malekula",2,80,2
"558",0,"Female","central malekula",2,81,6
"559",0,"Female","central malekula",2,82,1
"560",0,"Female","central malekula",2,83,3
"561",1,"Female","central malekula",2,85,1
"562",0,"Female","central malekula",2,87,2
"563",0,"Female","central malekula",2,88,1
"564",0,"Female","central malekula",2,89,2
"565",0,"Female","central malekula",2,90,3
"566",0,"Female","central malekula",2,92,1
"567",0,"Female","central malekula",2,95,1
"568",0,"Female","central malekula",2,98,3
"569",0,"Female","central malekula",2,99,1
"570",0,"Female","central malekula",2,101,1
"571",NA,"Male","central malekula",2,0,83
"572",NA,"Male","central malekula",2,1,81
"573",NA,"Male","central malekula",2,2,91
"574",NA,"Male","central malekula",2,3,97
"575",NA,"Male","central malekula",2,4,106
"576",NA,"Male","central malekula",2,5,108
"577",NA,"Male","central malekula",2,6,96
"578",NA,"Male","central malekula",2,7,89
"579",NA,"Male","central malekula",2,8,81
"580",NA,"Male","central malekula",2,9,89
"581",NA,"Male","central malekula",2,10,88
"582",NA,"Male","central malekula",2,11,85
"583",0,"Male","central malekula",2,12,64
"584",0,"Male","central malekula",2,13,67
"585",0,"Male","central malekula",2,14,53
"586",0,"Male","central malekula",2,15,61
"587",0,"Male","central malekula",2,16,50
"588",0,"Male","central malekula",2,17,54
"589",1,"Male","central malekula",2,18,57
"590",1,"Male","central malekula",2,19,47
"591",0,"Male","central malekula",2,20,44
"592",1,"Male","central malekula",2,21,48
"593",1,"Male","central malekula",2,22,45
"594",1,"Male","central malekula",2,23,44
"595",0,"Male","central malekula",2,24,40
"596",0,"Male","central malekula",2,25,46
"597",1,"Male","central malekula",2,26,38
"598",1,"Male","central malekula",2,27,49
"599",1,"Male","central malekula",2,28,55
"600",1,"Male","central malekula",2,29,48
"601",1,"Male","central malekula",2,30,40
"602",1,"Male","central malekula",2,31,54
"603",1,"Male","central malekula",2,32,42
"604",1,"Male","central malekula",2,33,37
"605",0,"Male","central malekula",2,34,44
"606",1,"Male","central malekula",2,35,46
"607",1,"Male","central malekula",2,36,40
"608",1,"Male","central malekula",2,37,59
"609",1,"Male","central malekula",2,38,39
"610",0,"Male","central malekula",2,39,32
"611",1,"Male","central malekula",2,40,26
"612",1,"Male","central malekula",2,41,28
"613",0,"Male","central malekula",2,42,23
"614",0,"Male","central malekula",2,43,29
"615",1,"Male","central malekula",2,44,36
"616",0,"Male","central malekula",2,45,41
"617",0,"Male","central malekula",2,46,37
"618",1,"Male","central malekula",2,47,37
"619",0,"Male","central malekula",2,48,40
"620",0,"Male","central malekula",2,49,19
"621",1,"Male","central malekula",2,50,24
"622",1,"Male","central malekula",2,51,36
"623",1,"Male","central malekula",2,52,32
"624",0,"Male","central malekula",2,53,25
"625",1,"Male","central malekula",2,54,27
"626",1,"Male","central malekula",2,55,28
"627",0,"Male","central malekula",2,56,19
"628",0,"Male","central malekula",2,57,18
"629",0,"Male","central malekula",2,58,25
"630",0,"Male","central malekula",2,59,20
"631",0,"Male","central malekula",2,60,11
"632",0,"Male","central malekula",2,61,18
"633",0,"Male","central malekula",2,62,20
"634",0,"Male","central malekula",2,63,17
"635",0,"Male","central malekula",2,64,8
"636",0,"Male","central malekula",2,65,18
"637",0,"Male","central malekula",2,66,7
"638",0,"Male","central malekula",2,67,13
"639",0,"Male","central malekula",2,68,13
"640",0,"Male","central malekula",2,69,7
"641",0,"Male","central malekula",2,70,7
"642",0,"Male","central malekula",2,71,12
"643",0,"Male","central malekula",2,72,9
"644",0,"Male","central malekula",2,73,11
"645",1,"Male","central malekula",2,74,4
"646",0,"Male","central malekula",2,75,10
"647",1,"Male","central malekula",2,76,7
"648",0,"Male","central malekula",2,77,3
"649",0,"Male","central malekula",2,78,15
"650",0,"Male","central malekula",2,79,2
"651",0,"Male","central malekula",2,80,1
"652",0,"Male","central malekula",2,81,4
"653",0,"Male","central malekula",2,82,2
"654",1,"Male","central malekula",2,83,5
"655",1,"Male","central malekula",2,84,2
"656",0,"Male","central malekula",2,85,3
"657",0,"Male","central malekula",2,86,2
"658",0,"Male","central malekula",2,87,3
"659",0,"Male","central malekula",2,88,2
"660",0,"Male","central malekula",2,90,3
"661",0,"Male","central malekula",2,92,2
"662",0,"Male","central malekula",2,93,1
"663",0,"Male","central malekula",2,94,1
"664",1,"Male","central malekula",2,95,1
"665",0,"Male","central malekula",2,97,1
"666",0,"Male","central malekula",2,98,1
